,Player Name,Goals/90min,Assists/90min,Yel/90min,Red/90min,SpG,PS%,Rating,Tackles,Inter,Fouls (def),Offsides,Clear,DrB (def),Blocks,DrB (off),Fouled (off),Off (off),Disp (off),KeyP,AvgP,Crosses,LongB,ThrB,OutOfBox,SixYardBox,PenaltyArea,Playing_Nature,Vertical Position,Horizontal Position
14996,Ziya Erdal,0.0,0.16,0.27,0.0,0.2,78.7,6.86,2.0,1.4,0.7,0.3,2.3,1.1,0.4,0.6,1.1,0.0,0.5,0.9,39.1,0.8,3.6,0.0,0.2,0.0,0.0,Defensive,Back,Left
14997,John Boye,0.25,0.0,0.25,0.0,0.7,85.9,6.84,1.9,2.7,1.0,0.8,5.4,0.3,0.6,0.1,0.8,0.1,0.2,0.1,29.9,0.0,2.4,0.0,0.0,0.2,0.4,Defensive,Back,Center
14998,Emre Kilinc,0.07,0.2,0.16,0.0,1.5,76.0,6.8,1.5,1.0,1.3,0.1,0.3,1.4,0.0,1.2,1.7,0.3,1.1,1.3,30.5,0.6,1.0,0.1,0.9,0.0,0.5,Attacking,Mid,Left
14999,Thievy,0.3,0.0,0.22,0.04,1.5,80.6,6.78,1.3,0.6,1.7,0.0,0.1,1.1,0.0,2.1,2.4,0.2,2.2,0.8,24.8,0.3,0.1,0.0,0.3,0.0,1.1,Attacking,Mid,Right
15001,Vitali Djakov,0.2,0.0,0.1,0.0,0.9,84.4,6.78,1.0,2.1,0.7,0.7,4.7,0.9,0.5,0.2,1.0,0.0,0.4,0.1,34.5,0.0,2.9,0.0,0.5,0.1,0.4,Defensive,Back,Center
15002,Auremir,0.0,0.03,0.1,0.0,0.4,77.3,6.74,2.5,1.5,1.4,0.5,1.7,1.1,0.2,0.6,0.8,0.0,0.6,0.5,36.2,0.5,1.4,0.0,0.3,0.0,0.1,Defensive,Back,Right
15003,Serhiy Rybalka,0.07,0.27,0.34,0.0,1.1,84.8,6.73,1.0,0.5,1.0,0.0,0.5,0.8,0.1,0.6,1.7,0.0,1.0,1.7,32.3,1.3,2.3,0.1,0.7,0.0,0.4,Attacking,Mid,Center
15004,Delvin N Dinga,0.08,0.0,0.15,0.08,0.9,81.1,6.67,1.3,1.3,1.7,0.0,1.4,1.1,0.2,0.7,1.1,0.0,1.0,0.9,55.3,0.1,5.0,0.0,0.5,0.0,0.3,Defensive,Mid,Center
15009,Mattias Bjarsmyr,0.0,0.0,0.13,0.0,0.1,81.8,6.48,0.8,1.1,0.8,1.3,4.3,0.3,0.8,0.0,0.2,0.0,0.1,0.0,34.7,0.0,3.1,0.0,0.0,0.0,0.1,Defensive,Back,Center
15014,Elderson Echiejile,0.0,0.2,0.59,0.0,0.3,73.3,6.32,1.0,0.7,1.6,0.7,2.3,0.4,0.7,0.0,0.6,0.0,0.1,0.4,29.4,0.1,1.6,0.0,0.1,0.0,0.1,Defensive,Back,Left
15016,Paul Papp,0.0,0.0,0.21,0.07,0.5,75.9,6.51,1.8,1.6,1.2,0.4,2.1,1.0,0.2,0.2,0.8,0.2,0.4,0.8,34.6,0.3,1.4,0.0,0.2,0.1,0.2,Defensive,Back,Left
15019,Deniz Turuc,0.3,0.2,0.34,0.0,1.6,80.8,6.93,0.9,0.5,1.5,0.0,0.2,0.9,0.0,2.0,2.3,0.1,2.5,1.7,36.6,1.6,2.1,0.0,1.1,0.0,0.5,Attacking,Mid,Center
15020,Stephane Badji,0.1,0.14,0.14,0.03,0.5,87.7,6.87,2.6,1.0,1.0,0.0,0.8,1.0,0.2,0.5,1.0,0.0,0.7,1.0,61.3,0.2,5.4,0.0,0.4,0.0,0.1,Defensive,Mid,Center
15021,Atila Turan,0.04,0.04,0.09,0.0,0.6,78.5,6.81,2.3,1.5,1.2,0.3,2.3,0.5,0.1,0.5,0.6,0.0,0.5,0.5,37.2,0.4,1.9,0.0,0.6,0.0,0.0,Defensive,Back,Left
15022,Ryan Mendes,0.3,0.15,0.15,0.0,1.3,80.5,6.79,1.4,0.7,1.5,0.0,0.1,1.2,0.1,2.2,1.0,0.1,2.2,0.8,26.6,0.5,0.8,0.0,0.5,0.0,0.8,Attacking,Mid,Left
15024,Jean Armel Kana Biyik,0.04,0.04,0.11,0.04,0.4,79.5,6.69,1.4,1.5,0.5,0.7,4.0,0.5,0.3,0.3,0.7,0.0,0.1,0.2,40.5,0.1,3.1,0.0,0.1,0.1,0.2,Defensive,Back,Center
15025,Erkan Kas,0.0,0.16,0.31,0.0,0.0,78.7,6.65,0.5,1.3,0.6,0.5,1.5,0.8,0.4,1.0,0.9,0.0,0.8,0.6,28.8,0.4,1.5,0.0,0.0,0.0,0.0,Defensive,Back,Left
15026,Olexandr Kucher,0.0,0.05,0.25,0.0,0.0,87.1,6.62,0.8,2.0,0.8,0.6,3.7,0.9,0.6,0.0,0.6,0.0,0.0,0.0,50.4,0.0,5.0,0.0,0.0,0.0,0.0,Defensive,Back,Center
15027,Tiago Lopes,0.0,0.04,0.3,0.08,0.2,74.4,6.56,1.9,1.5,1.5,0.3,2.0,1.1,0.2,1.3,1.1,0.0,0.8,0.5,38.3,0.6,1.9,0.0,0.0,0.0,0.2,Defensive,Back,Right
15028,Samil Cinaz,0.0,0.04,0.44,0.0,1.1,80.6,6.53,1.8,1.0,1.6,0.1,1.8,1.3,0.3,0.3,0.9,0.0,0.5,0.3,47.6,0.0,2.5,0.1,0.6,0.1,0.3,Defensive,Mid,Center
15032,Cristian Sapunaru,0.0,0.0,0.24,0.04,0.4,81.3,6.41,1.2,1.1,1.0,0.4,2.5,0.7,0.6,0.3,0.9,0.0,0.3,0.2,44.3,0.0,3.8,0.0,0.2,0.0,0.1,Defensive,Back,Center
15034,Fernando Boldrin,0.23,0.06,0.23,0.0,1.0,86.5,6.37,0.9,0.3,1.1,0.0,0.1,0.5,0.0,0.6,1.1,0.1,1.2,0.7,28.3,0.2,1.1,0.0,0.6,0.0,0.4,Attacking,Mid,Center
15037,Levent Gulen,0.11,0.0,0.11,0.0,0.5,82.4,6.37,0.9,0.8,1.0,0.6,2.8,0.3,0.5,0.1,0.6,0.0,0.2,0.2,28.8,0.1,1.0,0.0,0.0,0.1,0.5,Defensive,Back,Center
15044,Khalid Boutaib,0.42,0.1,0.23,0.0,1.9,67.5,7.03,1.5,0.6,2.3,0.0,1.1,1.7,0.0,0.8,1.1,0.6,1.9,0.8,24.5,0.1,0.5,0.0,0.3,0.2,1.4,Attacking,Forward,Center
15045,Yalcin Ayhan,0.03,0.0,0.1,0.0,0.7,78.5,6.97,1.1,1.2,0.8,0.6,7.8,0.2,0.9,0.0,1.0,0.0,0.0,0.2,35.6,0.0,4.2,0.0,0.0,0.0,0.6,Defensive,Back,Center
15046,Adem Buyuk,0.14,0.11,0.25,0.0,1.8,69.6,6.96,1.0,0.5,2.0,0.0,0.9,1.1,0.1,1.9,3.6,0.3,2.3,0.8,22.9,0.1,1.5,0.1,0.6,0.1,1.1,Neutral,Mid,Left
15047,Sadik Ciftpinar,0.0,0.0,0.22,0.0,0.2,82.2,6.93,1.1,1.6,0.5,0.6,6.9,0.4,0.6,0.1,1.2,0.0,0.1,0.1,34.1,0.0,3.2,0.0,0.1,0.0,0.1,Defensive,Back,Center
15048,Aytac Kara,0.17,0.21,0.25,0.0,1.3,84.3,6.92,1.8,0.9,1.5,0.0,0.8,1.3,0.1,0.3,1.8,0.0,1.0,1.7,40.7,1.3,1.8,0.1,1.0,0.0,0.3,Neutral,Mid,Center
15049,Issam Chebake,0.0,0.04,0.21,0.04,0.2,75.7,6.91,2.2,1.0,1.2,0.1,2.4,0.4,0.1,1.5,1.6,0.0,1.2,0.9,28.7,0.5,2.5,0.0,0.2,0.0,0.0,Defensive,Back,Right
15050,Arturo Mina,0.1,0.05,0.31,0.0,0.9,78.4,6.91,1.6,1.2,0.6,0.4,6.1,0.4,0.4,0.6,0.9,0.0,0.3,0.2,35.1,0.0,2.6,0.0,0.1,0.2,0.5,Defensive,Back,Center
15051,Michael Pereira,0.22,0.06,0.11,0.0,1.3,77.8,6.85,1.2,0.6,0.8,0.0,0.5,0.8,0.0,1.2,1.1,0.1,1.6,0.8,22.2,0.7,0.4,0.1,0.5,0.1,0.6,Neutral,Mid,Right
15054,Aly Cissokho,0.0,0.1,0.07,0.0,0.2,76.7,6.73,0.7,1.1,0.6,0.2,2.8,0.3,0.3,0.4,0.3,0.1,0.3,0.9,30.7,0.8,2.0,0.0,0.1,0.0,0.1,Defensive,Back,Left
15055,Nacer Barazite,0.23,0.23,0.0,0.0,1.5,81.2,6.61,0.1,0.0,0.4,0.0,0.7,0.1,0.0,0.8,0.5,0.5,0.9,0.7,17.4,0.5,0.8,0.0,0.9,0.2,0.3,Attacking,Mid,Center
15057,Sadio Diallo,0.11,0.0,0.32,0.0,1.1,83.1,6.57,1.1,1.2,1.0,0.0,0.8,0.9,0.0,1.1,1.2,0.0,0.7,0.9,29.9,0.4,2.6,0.1,1.0,0.0,0.1,Neutral,Mid,Center
15058,Murat Akca,0.0,0.0,0.32,0.0,0.8,83.3,6.56,1.5,0.5,0.3,0.5,3.3,1.0,0.5,0.3,1.3,0.0,0.0,0.0,33.0,0.0,2.8,0.0,0.0,0.0,0.8,Defensive,Back,Center
15060,Murat Yildirim,0.0,0.04,0.25,0.0,0.6,89.2,6.55,2.0,1.1,1.3,0.0,0.5,1.3,0.3,0.3,1.3,0.0,0.6,0.4,35.5,0.0,1.9,0.0,0.5,0.0,0.1,Defensive,Mid,Center
15064,Doria,0.12,0.0,0.36,0.0,0.4,78.2,6.25,0.5,1.1,0.7,0.5,3.3,0.3,0.6,0.0,0.2,0.0,0.2,0.0,27.5,0.1,3.3,0.0,0.1,0.1,0.3,Defensive,Back,Center
15070,Miguel Lopes,0.04,0.04,0.26,0.07,0.9,72.9,7.17,3.0,2.0,1.4,0.1,3.7,1.5,0.4,1.4,0.9,0.0,1.2,0.9,34.3,0.5,2.1,0.0,0.5,0.0,0.4,Defensive,Back,Right
15071,Mustafa Yumlu,0.1,0.03,0.35,0.03,0.7,77.2,6.99,1.2,1.9,1.3,0.4,6.2,0.8,0.5,0.1,1.4,0.1,0.0,0.2,40.3,0.0,4.5,0.0,0.1,0.2,0.4,Defensive,Back,Center
15072,Soner Aydogdu,0.3,0.23,0.34,0.0,1.2,83.9,6.96,1.9,1.1,1.4,0.0,0.6,1.2,0.3,0.9,0.5,0.0,0.7,0.8,55.5,0.3,4.7,0.1,0.5,0.0,0.6,Defensive,Mid,Center
15073,Evgen Seleznyov,0.54,0.0,0.27,0.0,1.7,79.2,6.62,0.4,0.3,1.8,0.0,0.7,0.6,0.0,0.9,1.7,1.1,1.3,0.7,17.0,0.2,0.5,0.0,0.3,0.2,1.2,Attacking,Forward,Center
15074,Serginho,0.28,0.06,0.22,0.06,0.9,79.4,6.77,2.2,0.9,2.2,0.1,1.1,1.2,0.2,1.4,1.0,0.0,1.0,0.6,30.0,0.3,1.8,0.0,0.2,0.1,0.5,Attacking,Mid,Center
15075,Abdoul Sissoko,0.07,0.0,0.28,0.0,0.5,79.9,6.74,1.5,2.0,1.8,0.0,1.4,0.7,0.3,0.6,1.3,0.0,0.8,0.3,40.5,0.1,2.4,0.0,0.1,0.1,0.2,Defensive,Mid,Center
15078,Caner Osmanpasa,0.0,0.0,0.2,0.0,0.0,78.6,6.7,1.5,1.5,0.5,0.7,4.3,0.4,0.9,0.2,0.6,0.1,0.3,0.1,33.8,0.1,2.8,0.0,0.0,0.0,0.0,Defensive,Back,Center
15080,Omer Bayram,0.04,0.07,0.32,0.07,0.3,71.9,6.62,1.8,1.3,1.1,0.3,1.8,1.0,0.2,1.1,0.9,0.1,1.1,0.8,36.4,1.2,2.6,0.0,0.2,0.0,0.1,Defensive,Back,Left
15081,Olcan Adin,0.17,0.17,0.23,0.0,1.5,69.9,6.61,0.7,0.3,0.8,0.0,0.7,0.7,0.0,0.7,1.5,0.1,1.1,1.5,25.1,1.3,1.0,0.0,1.0,0.0,0.5,Attacking,Mid,Right
15083,Eray Ataseven,0.36,0.24,0.48,0.0,0.3,77.9,6.54,1.5,1.3,0.7,0.1,0.5,1.0,0.0,0.5,0.3,0.1,1.1,0.3,17.2,0.1,0.7,0.0,0.1,0.0,0.2,Attacking,Mid,Center
15084,Dany Nounkeu,0.0,0.0,0.3,0.06,0.6,79.9,6.92,2.6,2.2,1.0,1.0,4.2,0.8,0.5,0.1,0.6,0.1,0.4,0.1,45.0,0.0,4.0,0.0,0.1,0.0,0.5,Defensive,Back,Center
15085,Paulo Henrique,0.45,0.23,0.15,0.08,1.3,68.9,6.5,0.4,0.0,0.9,0.0,0.3,0.5,0.0,0.9,0.9,0.8,1.6,0.7,13.1,0.0,0.2,0.0,0.2,0.2,0.9,Attacking,Forward,Center
15086,Daniel Larsson,0.1,0.1,0.05,0.0,0.7,78.4,6.49,0.8,0.5,0.6,0.0,0.2,0.8,0.0,0.9,1.1,0.1,0.9,0.6,18.9,0.1,0.4,0.1,0.4,0.0,0.3,Attacking,Mid,Left
15090,Kadir Keles,0.11,0.0,0.11,0.0,0.5,70.8,6.35,1.2,0.9,0.8,0.0,1.3,0.7,0.1,0.3,0.3,0.1,0.4,0.3,23.2,0.2,1.7,0.0,0.4,0.0,0.2,Defensive,Back,Left
15093,Orhan Tasdelen,0.0,0.0,0.33,0.0,0.0,81.8,6.11,0.5,0.5,0.5,0.3,2.0,1.0,0.3,0.3,0.3,0.0,0.0,0.0,37.0,0.0,1.3,0.0,0.0,0.0,0.0,Defensive,Back,Center
15096,Vagner Love,0.77,0.15,0.36,0.0,3.3,72.0,7.08,0.4,0.1,1.0,0.0,0.2,0.3,0.0,2.1,1.8,0.7,2.6,0.7,16.0,0.1,0.8,0.1,0.8,0.3,2.2,Attacking,Forward,Center
15097,Junior Fernandes,0.69,0.27,0.14,0.0,2.6,67.5,7.37,0.9,0.6,1.6,0.0,0.6,1.4,0.1,2.6,1.1,0.3,2.2,1.4,29.2,0.3,0.6,0.1,1.1,0.0,1.6,Attacking,Mid,Left
15098,Emre Akbaba,0.44,0.28,0.22,0.03,3.1,76.2,7.23,1.6,0.7,1.7,0.0,0.1,1.1,0.0,1.2,2.8,0.1,2.0,2.1,34.7,1.2,2.3,0.2,1.7,0.2,1.3,Attacking,Mid,Center
15099,Welinton,0.14,0.0,0.29,0.04,1.1,68.9,7.13,2.3,2.0,1.4,0.6,5.8,0.9,0.6,0.1,1.4,0.1,0.4,0.4,38.0,0.1,4.3,0.0,0.3,0.1,0.6,Defensive,Back,Center
15100,Lucas Villafanez,0.47,0.16,0.78,0.0,0.9,79.5,6.95,2.3,0.6,1.9,0.0,0.2,1.8,0.0,1.6,1.3,0.1,2.1,2.4,32.1,1.3,1.9,0.2,0.3,0.0,0.7,Attacking,Mid,Right
15101,Douglas,0.5,0.0,0.1,0.0,2.8,64.4,6.9,0.6,0.2,1.6,0.0,0.7,0.9,0.0,0.3,0.8,0.9,0.6,0.6,12.6,0.0,0.1,0.0,0.4,0.1,2.4,Attacking,Forward,Center
15102,Lamine Gassama,0.0,0.0,0.27,0.0,0.1,77.9,6.86,1.6,1.5,0.9,0.5,1.1,0.5,0.1,2.4,2.5,0.0,1.1,0.6,32.4,0.6,1.5,0.0,0.0,0.0,0.0,Defensive,Back,Right
15103,Fabrice N Sakala,0.0,0.0,0.15,0.0,0.2,80.1,6.86,2.5,1.4,0.6,0.1,1.6,0.8,0.1,2.1,1.1,0.0,1.0,0.5,31.6,0.3,1.4,0.0,0.2,0.0,0.0,Defensive,Back,Left
15104,Efecan Karaca,0.17,0.24,0.14,0.0,0.9,79.9,6.84,1.7,0.6,0.8,0.0,0.4,1.2,0.1,1.2,1.4,0.2,1.1,1.4,28.4,0.2,1.2,0.1,0.3,0.1,0.5,Attacking,Mid,Right
15105,Baris Basdas,0.0,0.0,0.63,0.0,0.3,79.9,6.72,2.0,1.3,1.3,0.7,3.7,0.7,0.7,0.2,0.9,0.1,0.3,0.4,32.9,0.1,2.2,0.0,0.1,0.0,0.2,Defensive,Back,Center
15106,Isaac Sackey,0.0,0.1,0.49,0.0,0.6,80.9,6.71,2.1,1.7,1.4,0.0,1.6,1.1,0.1,0.7,0.7,0.0,0.7,0.3,31.8,0.0,3.1,0.0,0.5,0.0,0.1,Defensive,Mid,Center
15108,Giannis Maniatis,0.0,0.23,0.23,0.0,0.2,80.7,6.61,1.1,1.1,0.9,0.0,1.7,0.4,0.3,0.4,0.5,0.0,0.4,0.4,25.9,0.2,1.9,0.1,0.1,0.0,0.1,Defensive,Mid,Center
15109,Georgios Tzavellas,0.0,0.0,0.32,0.04,0.2,70.9,6.59,1.3,2.1,0.8,0.6,3.3,0.6,0.5,0.2,1.3,0.0,0.1,0.3,36.8,0.1,4.9,0.0,0.2,0.0,0.0,Defensive,Back,Center
15111,Filipe Augusto,0.0,0.2,0.31,0.0,0.5,86.3,6.7,1.8,0.9,2.1,0.1,0.6,0.8,0.1,1.1,0.5,0.1,0.3,0.6,40.9,0.0,2.5,0.1,0.3,0.1,0.1,Neutral,Mid,Center
15112,Taha Yalciner,0.05,0.11,0.27,0.0,0.4,77.4,6.49,2.0,1.3,1.7,0.0,1.1,1.5,0.3,0.1,0.7,0.0,0.3,0.1,24.0,0.0,1.7,0.0,0.0,0.0,0.3,Defensive,Mid,Center
15114,Mamadou Fofana,0.0,0.0,0.14,0.07,0.2,82.3,6.34,1.6,1.1,0.9,0.4,2.3,0.7,0.3,0.3,0.0,0.0,0.2,0.1,23.1,0.0,2.1,0.0,0.2,0.0,0.0,Defensive,Back,Center
15122,Pablo Batalla,0.18,0.22,0.26,0.0,1.4,82.5,7.12,1.9,0.7,1.3,0.0,0.5,1.7,0.1,0.9,1.5,0.3,1.4,2.6,50.8,1.3,2.4,0.2,0.4,0.1,0.9,Attacking,Mid,Center
15123,Agu,0.14,0.09,0.28,0.0,0.9,82.3,7.1,3.2,2.3,2.0,0.1,1.9,1.4,0.6,1.1,0.9,0.0,1.1,0.2,47.9,0.0,1.8,0.0,0.4,0.1,0.4,Defensive,Mid,Center
15124,Jires Kembo Ekoko,0.22,0.11,0.22,0.06,1.5,74.2,7.01,0.5,0.2,0.6,0.0,0.4,0.3,0.0,2.7,1.5,0.0,1.6,0.9,23.1,0.5,0.5,0.2,0.9,0.0,0.6,Attacking,Forward,Center
15126,Abdullahi Shehu,0.07,0.0,0.51,0.07,0.2,81.0,6.89,3.9,1.9,2.3,0.1,2.1,1.1,0.2,0.9,1.8,0.0,0.7,0.1,43.0,0.1,1.1,0.0,0.0,0.1,0.1,Defensive,Mid,Center
15127,John Bostock,0.3,0.0,0.45,0.0,1.1,86.5,6.93,2.5,2.0,1.1,0.0,0.5,0.9,0.1,1.5,1.0,0.1,0.6,0.5,44.4,0.3,3.4,0.1,1.1,0.0,0.0,Defensive,Mid,Center
15128,Baris Yardimci,0.04,0.04,0.11,0.0,0.2,74.3,6.84,2.1,1.4,1.0,0.3,1.8,0.9,0.2,1.2,2.0,0.1,0.6,0.4,29.0,0.4,1.4,0.1,0.1,0.0,0.1,Defensive,Back,Right
15129,Aziz Behich,0.15,0.06,0.27,0.0,0.6,77.5,6.74,1.7,1.1,1.1,0.4,2.2,0.6,0.2,0.9,1.5,0.2,1.0,0.5,36.7,0.3,1.6,0.0,0.2,0.0,0.4,Defensive,Back,Left
15131,Ertugrul Ersoy,0.11,0.0,0.34,0.0,0.5,81.0,6.74,2.2,0.7,0.7,0.5,3.8,0.4,0.4,0.1,0.5,0.1,0.3,0.1,38.5,0.0,3.7,0.0,0.0,0.1,0.4,Defensive,Back,Center
15132,William Troost Ekong,0.08,0.0,0.04,0.04,0.6,81.1,6.63,0.9,1.3,0.7,0.8,4.7,0.5,0.6,0.2,0.3,0.0,0.2,0.0,36.9,0.0,3.4,0.0,0.2,0.0,0.4,Defensive,Back,Center
15133,Bogdan Stancu,0.28,0.07,0.04,0.0,0.9,74.9,6.61,0.6,0.1,1.6,0.0,0.2,0.5,0.0,0.6,1.0,0.3,1.2,0.8,16.6,0.3,0.4,0.1,0.3,0.1,0.5,Attacking,Forward,Center
15134,Moussa Sow,0.99,0.0,0.28,0.0,0.9,73.7,6.59,0.5,0.3,0.5,0.0,0.2,0.3,0.1,0.0,1.0,0.7,0.5,0.4,12.5,0.1,0.2,0.0,0.1,0.2,0.6,Attacking,Forward,Center
15137,Cristobal Jorquera,0.0,0.16,0.31,0.0,0.8,85.8,6.49,0.8,0.4,0.8,0.0,0.3,0.8,0.0,0.9,0.3,0.0,0.5,0.8,27.7,0.3,1.4,0.1,0.5,0.0,0.3,Neutral,Mid,Center
15140,Emmanuel Badu,0.06,0.06,0.19,0.0,0.8,74.7,6.43,0.8,0.8,1.3,0.0,0.5,0.3,0.1,0.5,1.1,0.2,0.9,0.2,27.9,0.1,1.5,0.0,0.6,0.1,0.2,Defensive,Mid,Center
15156,Mehdi Bourabia,0.06,0.06,0.28,0.03,1.6,76.3,7.17,2.6,1.6,2.1,0.0,1.5,1.6,0.3,2.2,0.9,0.0,1.9,1.0,53.3,0.3,3.3,0.1,1.2,0.1,0.3,Defensive,Mid,Center
15157,Samuel Eto o,0.51,0.17,0.09,0.0,1.7,77.7,6.92,0.5,0.2,0.7,0.0,0.4,0.2,0.1,1.1,1.2,0.2,1.3,1.0,23.4,0.0,1.0,0.1,0.6,0.3,0.9,Attacking,Forward,Center
15159,Ali Camdali,0.06,0.0,0.34,0.0,0.8,79.5,6.86,2.0,2.0,1.3,0.0,2.2,2.0,0.4,0.5,1.7,0.0,0.8,0.5,49.6,0.0,4.1,0.0,0.5,0.0,0.3,Defensive,Mid,Center
15160,Selim Ay,0.0,0.06,0.3,0.0,0.3,77.2,6.94,1.7,1.1,1.2,0.4,6.7,0.4,1.1,0.1,0.2,0.1,0.1,0.3,37.8,0.1,2.6,0.0,0.0,0.2,0.2,Defensive,Back,Center
15161,Nejc Skubic,0.24,0.08,0.22,0.0,0.7,79.1,6.8,1.6,1.7,0.7,0.1,1.6,0.8,0.2,0.3,1.5,0.4,0.9,1.0,39.3,0.4,0.6,0.0,0.3,0.0,0.4,Defensive,Back,Right
15162,Deni Milosevic,0.11,0.06,0.11,0.0,1.4,85.4,6.78,1.2,0.7,1.1,0.0,0.3,0.6,0.1,1.5,0.7,0.2,1.9,1.1,34.5,0.1,0.9,0.2,0.6,0.0,0.8,Attacking,Forward,Center
15163,Adis Jahovic,0.76,0.11,0.27,0.0,2.1,60.8,7.16,0.7,0.4,1.6,0.0,0.8,0.7,0.1,0.5,1.7,0.7,1.4,0.7,20.2,0.1,0.5,0.0,0.6,0.2,1.3,Attacking,Forward,Center
15164,Ali Turan,0.0,0.06,0.42,0.06,0.3,84.3,6.74,1.8,1.6,1.0,0.5,4.1,1.1,0.5,0.5,1.8,0.1,0.3,0.2,45.7,0.0,3.3,0.0,0.0,0.0,0.3,Defensive,Back,Center
15165,Ferhat Oztorun,0.0,0.04,0.39,0.0,0.4,74.2,6.8,1.7,1.7,1.2,0.1,2.3,0.8,0.2,0.7,0.8,0.0,0.6,0.6,27.1,0.8,0.8,0.0,0.4,0.0,0.0,Defensive,Back,Left
15166,Jens Jonsson,0.0,0.0,0.36,0.0,0.4,78.4,6.7,1.5,1.6,1.0,0.0,1.6,0.8,0.6,0.5,1.3,0.0,0.5,0.3,35.1,0.0,1.5,0.0,0.3,0.0,0.1,Defensive,Mid,Center
15167,Moryke Fofana,0.15,0.11,0.18,0.0,1.4,77.6,6.7,0.8,0.4,0.8,0.0,0.2,0.5,0.1,2.4,1.0,0.1,1.6,0.6,18.4,0.1,0.5,0.0,0.7,0.0,0.6,Attacking,Mid,Left
15169,Omer Sahiner,0.19,0.06,0.26,0.0,1.1,71.4,6.66,1.2,0.9,1.1,0.0,0.8,0.5,0.1,0.8,0.6,0.2,1.1,0.9,23.2,0.9,1.4,0.0,0.4,0.1,0.5,Attacking,Mid,Right
15170,Eren Albayrak,0.0,0.27,0.27,0.0,0.2,78.3,6.66,1.1,1.5,0.9,0.0,2.3,0.9,0.2,0.7,0.6,0.0,0.3,0.9,21.8,1.0,0.6,0.0,0.2,0.0,0.0,Defensive,Back,Left
15171,Wilfred Moke,0.05,0.0,0.32,0.05,0.5,81.0,6.66,1.6,1.7,1.2,0.3,2.7,0.5,0.2,0.6,0.6,0.0,0.1,0.3,33.0,0.0,2.4,0.0,0.2,0.1,0.2,Defensive,Back,Center
15172,Musa Araz,0.2,0.0,0.2,0.0,0.9,78.6,6.55,1.1,1.0,1.3,0.0,0.3,0.7,0.0,0.2,0.8,0.1,1.0,1.2,18.4,0.4,0.3,0.1,0.2,0.0,0.6,Attacking,Mid,Center
15173,Petar Filipovic,0.0,0.0,0.37,0.0,0.6,84.2,6.61,1.3,1.6,0.9,0.8,4.6,0.3,0.5,0.2,0.4,0.0,0.3,0.2,39.2,0.0,3.3,0.0,0.4,0.0,0.2,Defensive,Back,Center
15179,Mustapha Yatabare,0.42,0.0,0.21,0.0,2.3,67.5,6.57,0.4,0.0,1.8,0.1,0.8,0.5,0.1,0.3,1.4,0.8,1.3,0.5,18.5,0.1,0.4,0.0,0.5,0.3,1.6,Attacking,Forward,Center
15180,Abdou Traore,1.64,0.0,0.0,0.0,0.0,77.8,6.22,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,Attacking,Mid,Center
15185,Musa Cagiran,0.39,0.05,0.34,0.0,2.0,76.9,7.22,2.3,0.9,1.8,0.0,1.1,1.7,0.2,3.0,1.4,0.0,1.9,0.7,32.7,0.1,3.0,0.0,1.3,0.0,0.7,Defensive,Mid,Center
15186,Aminu Umar,0.23,0.23,0.15,0.0,1.5,76.1,7.07,2.0,1.2,1.5,0.0,0.2,0.8,0.0,2.2,1.5,0.9,1.9,1.4,27.7,0.2,1.0,0.1,0.3,0.1,1.2,Attacking,Mid,Left
15187,Serdar Gurler,0.48,0.19,0.22,0.0,2.0,78.0,7.04,1.1,0.6,1.0,0.0,0.3,0.8,0.0,1.3,1.8,0.7,1.9,1.8,27.3,0.7,0.5,0.0,0.9,0.1,1.0,Attacking,Mid,Right
15188,Furkan Ozcal,1.0,0.0,0.0,0.0,1.0,86.2,7.03,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,2.0,0.0,0.0,1.0,0.0,Attacking,Forward,Center
15189,Josue,0.0,0.41,0.28,0.0,1.7,78.5,6.97,1.2,0.9,1.1,0.0,0.6,0.9,0.0,0.8,2.6,0.1,1.8,2.7,43.9,1.9,3.9,0.1,1.3,0.0,0.3,Attacking,Mid,Center
15190,Yalcin Ayhan,0.03,0.0,0.1,0.0,0.7,78.5,6.97,1.1,1.2,0.8,0.6,7.8,0.2,0.9,0.0,1.0,0.0,0.0,0.2,35.6,0.0,4.2,0.0,0.0,0.0,0.6,Defensive,Back,Center
15191,Tiago Pinto,0.04,0.04,0.32,0.0,0.5,75.3,6.94,2.3,2.5,1.3,0.2,2.3,1.3,0.3,1.4,1.0,0.0,0.6,0.6,33.5,0.2,1.4,0.0,0.4,0.0,0.0,Defensive,Back,Left
15192,Ceyhun Gulselam,0.04,0.08,0.44,0.04,1.1,75.3,6.73,2.4,1.3,2.5,0.0,1.2,2.3,0.3,0.6,1.4,0.0,0.6,0.9,40.8,0.1,1.7,0.0,0.6,0.0,0.4,Defensive,Mid,Center
15194,Mehmet Batdal,0.35,0.12,0.12,0.0,0.7,71.6,6.55,0.7,0.2,1.2,0.0,1.1,0.5,0.0,0.6,0.9,0.1,1.7,0.5,18.3,0.0,0.3,0.0,0.1,0.1,0.5,Attacking,Forward,Center
